County,County code,Region,Region+,Date,County population
Hörby,1266,Skåne län,South,1/1/2017,15552
Hörby,1266,Skåne län,South,1/1/2018,15635
Hörby,1266,Skåne län,South,1/1/2019,15631
Hörby,1266,Skåne län,South,1/1/2020,15653
Hörby,1266,Skåne län,South,1/1/2021,15745
Höör,1267,Skåne län,Larger cities,1/1/2013,15637
Höör,1267,Skåne län,Larger cities,1/1/2014,15770
Höör,1267,Skåne län,Larger cities,1/1/2015,15970
Höör,1267,Skåne län,Larger cities,1/1/2016,16192
Höör,1267,Skåne län,Larger cities,1/1/2017,16478
Höör,1267,Skåne län,Larger cities,1/1/2018,16637
Höör,1267,Skåne län,Larger cities,1/1/2019,16713
Höör,1267,Skåne län,Larger cities,1/1/2020,16830
Höör,1267,Skåne län,Larger cities,1/1/2021,16954
Tomelilla,1270,Skåne län,South,1/1/2013,12891
Tomelilla,1270,Skåne län,South,1/1/2014,13007
Tomelilla,1270,Skåne län,South,1/1/2015,13132
Tomelilla,1270,Skåne län,South,1/1/2016,13330
Tomelilla,1270,Skåne län,South,1/1/2017,13416
Tomelilla,1270,Skåne län,South,1/1/2018,13557
Tomelilla,1270,Skåne län,South,1/1/2019,13617
Tomelilla,1270,Skåne län,South,1/1/2020,13663
Tomelilla,1270,Skåne län,South,1/1/2021,13712
Bromölla,1272,Skåne län,South,1/1/2013,12336
Bromölla,1272,Skåne län,South,1/1/2014,12400
Bromölla,1272,Skåne län,South,1/1/2015,12513
Bromölla,1272,Skåne län,South,1/1/2016,12625
Bromölla,1272,Skåne län,South,1/1/2017,12699
Bromölla,1272,Skåne län,South,1/1/2018,12876
Bromölla,1272,Skåne län,South,1/1/2019,12870
Bromölla,1272,Skåne län,South,1/1/2020,12759
Bromölla,1272,Skåne län,South,1/1/2021,12650
Osby,1273,Skåne län,South,1/1/2013,12713
Osby,1273,Skåne län,South,1/1/2014,12828
Osby,1273,Skåne län,South,1/1/2015,12954
Osby,1273,Skåne län,South,1/1/2016,13149
Osby,1273,Skåne län,South,1/1/2017,13182
Osby,1273,Skåne län,South,1/1/2018,13267
Osby,1273,Skåne län,South,1/1/2019,13208
Osby,1273,Skåne län,South,1/1/2020,13198
Osby,1273,Skåne län,South,1/1/2021,13269
Perstorp,1275,Skåne län,South,1/1/2013,7139
Perstorp,1275,Skåne län,South,1/1/2014,7174
Perstorp,1275,Skåne län,South,1/1/2015,7211
Perstorp,1275,Skåne län,South,1/1/2016,7338
Perstorp,1275,Skåne län,South,1/1/2017,7335
Perstorp,1275,Skåne län,South,1/1/2018,7479
Perstorp,1275,Skåne län,South,1/1/2019,7492
Perstorp,1275,Skåne län,South,1/1/2020,7476
Perstorp,1275,Skåne län,South,1/1/2021,7565
Klippan,1276,Skåne län,South,1/1/2013,16715
Klippan,1276,Skåne län,South,1/1/2014,16733
Klippan,1276,Skåne län,South,1/1/2015,16917
Klippan,1276,Skåne län,South,1/1/2016,17219
Klippan,1276,Skåne län,South,1/1/2017,17462
Klippan,1276,Skåne län,South,1/1/2018,17600
Klippan,1276,Skåne län,South,1/1/2019,17756
Klippan,1276,Skåne län,South,1/1/2020,17738
Klippan,1276,Skåne län,South,1/1/2021,17783
Åstorp,1277,Skåne län,South,1/1/2013,14927
Åstorp,1277,Skåne län,South,1/1/2014,15061
Åstorp,1277,Skåne län,South,1/1/2015,15193
Åstorp,1277,Skåne län,South,1/1/2016,15528
Åstorp,1277,Skåne län,South,1/1/2017,15828
Åstorp,1277,Skåne län,South,1/1/2018,15987
Åstorp,1277,Skåne län,South,1/1/2019,15940
Åstorp,1277,Skåne län,South,1/1/2020,16063
Åstorp,1277,Skåne län,South,1/1/2021,16308
Båstad,1278,Skåne län,South,1/1/2013,14275
Båstad,1278,Skåne län,South,1/1/2014,14419
Båstad,1278,Skåne län,South,1/1/2015,14373
Båstad,1278,Skåne län,South,1/1/2016,14614
Båstad,1278,Skåne län,South,1/1/2017,14796
Båstad,1278,Skåne län,South,1/1/2018,14948
Båstad,1278,Skåne län,South,1/1/2019,15128
Båstad,1278,Skåne län,South,1/1/2020,15413
Båstad,1278,Skåne län,South,1/1/2021,15636
Malmö,1280,Skåne län,Larger cities,1/1/2013,312994
Malmö,1280,Skåne län,Larger cities,1/1/2014,318107
Malmö,1280,Skåne län,Larger cities,1/1/2015,322574
Malmö,1280,Skåne län,Larger cities,1/1/2016,328494
Malmö,1280,Skåne län,Larger cities,1/1/2017,333633
Malmö,1280,Skåne län,Larger cities,1/1/2018,339313
Malmö,1280,Skåne län,Larger cities,1/1/2019,344166
Malmö,1280,Skåne län,Larger cities,1/1/2020,347949
Malmö,1280,Skåne län,Larger cities,1/1/2021,351749
Lund,1281,Skåne län,Larger cities,1/1/2013,114291
Lund,1281,Skåne län,Larger cities,1/1/2014,115968
Lund,1281,Skåne län,Larger cities,1/1/2015,116834
Lund,1281,Skåne län,Larger cities,1/1/2016,118542
Lund,1281,Skåne län,Larger cities,1/1/2017,121274
Lund,1281,Skåne län,Larger cities,1/1/2018,122948
Lund,1281,Skåne län,Larger cities,1/1/2019,124935
Lund,1281,Skåne län,Larger cities,1/1/2020,125941
Lund,1281,Skåne län,Larger cities,1/1/2021,127376
Landskrona,1282,Skåne län,South,1/1/2013,43073
Landskrona,1282,Skåne län,South,1/1/2014,43574
Landskrona,1282,Skåne län,South,1/1/2015,43961
Landskrona,1282,Skåne län,South,1/1/2016,44611
Landskrona,1282,Skåne län,South,1/1/2017,45286
Landskrona,1282,Skåne län,South,1/1/2018,45775
Landskrona,1282,Skåne län,South,1/1/2019,46090
Landskrona,1282,Skåne län,South,1/1/2020,46305
Landskrona,1282,Skåne län,South,1/1/2021,46488
Helsingborg,1283,Skåne län,South,1/1/2013,132989
Helsingborg,1283,Skåne län,South,1/1/2014,135344
Helsingborg,1283,Skåne län,South,1/1/2015,137909
Helsingborg,1283,Skåne län,South,1/1/2016,140547
Helsingborg,1283,Skåne län,South,1/1/2017,143304
Helsingborg,1283,Skåne län,South,1/1/2018,145415
Helsingborg,1283,Skåne län,South,1/1/2019,147734
Helsingborg,1283,Skåne län,South,1/1/2020,149280
Helsingborg,1283,Skåne län,South,1/1/2021,150109
Höganäs,1284,Skåne län,South,1/1/2013,25084
Höganäs,1284,Skåne län,South,1/1/2014,25298
Höganäs,1284,Skåne län,South,1/1/2015,25610
Höganäs,1284,Skåne län,South,1/1/2016,25847
Höganäs,1284,Skåne län,South,1/1/2017,26193
Höganäs,1284,Skåne län,South,1/1/2018,26566
Höganäs,1284,Skåne län,South,1/1/2019,26942
Höganäs,1284,Skåne län,South,1/1/2020,27168
Höganäs,1284,Skåne län,South,1/1/2021,27589
Eslöv,1285,Skåne län,Larger cities,1/1/2013,31920
Eslöv,1285,Skåne län,Larger cities,1/1/2014,32179
Eslöv,1285,Skåne län,Larger cities,1/1/2015,32438
Eslöv,1285,Skåne län,Larger cities,1/1/2016,32878
Eslöv,1285,Skåne län,Larger cities,1/1/2017,33236
Eslöv,1285,Skåne län,Larger cities,1/1/2018,33557
Eslöv,1285,Skåne län,Larger cities,1/1/2019,33793
Eslöv,1285,Skåne län,Larger cities,1/1/2020,34123
Eslöv,1285,Skåne län,Larger cities,1/1/2021,34593
Ystad,1286,Skåne län,South,1/1/2013,28623
Ystad,1286,Skåne län,South,1/1/2014,28771
Ystad,1286,Skåne län,South,1/1/2015,28985
Ystad,1286,Skåne län,South,1/1/2016,29448
Ystad,1286,Skåne län,South,1/1/2017,29848
Ystad,1286,Skåne län,South,1/1/2018,30226
Ystad,1286,Skåne län,South,1/1/2019,30541
Ystad,1286,Skåne län,South,1/1/2020,30970
Ystad,1286,Skåne län,South,1/1/2021,31560
Trelleborg,1287,Skåne län,Larger cities,1/1/2013,42837
Trelleborg,1287,Skåne län,Larger cities,1/1/2014,42973
Trelleborg,1287,Skåne län,Larger cities,1/1/2015,43359
Trelleborg,1287,Skåne län,Larger cities,1/1/2016,43913
Trelleborg,1287,Skåne län,Larger cities,1/1/2017,44595
Trelleborg,1287,Skåne län,Larger cities,1/1/2018,44902
Trelleborg,1287,Skåne län,Larger cities,1/1/2019,45440
Trelleborg,1287,Skåne län,Larger cities,1/1/2020,45877
Trelleborg,1287,Skåne län,Larger cities,1/1/2021,46231
Kristianstad,1290,Skåne län,South,1/1/2013,81009
Kristianstad,1290,Skåne län,South,1/1/2014,81826
Kristianstad,1290,Skåne län,South,1/1/2015,82510
Kristianstad,1290,Skåne län,South,1/1/2016,83191
Kristianstad,1290,Skåne län,South,1/1/2017,84151
Kristianstad,1290,Skåne län,South,1/1/2018,84908
Kristianstad,1290,Skåne län,South,1/1/2019,85747
Kristianstad,1290,Skåne län,South,1/1/2020,86217
Kristianstad,1290,Skåne län,South,1/1/2021,86641
Simrishamn,1291,Skåne län,South,1/1/2013,18951
Simrishamn,1291,Skåne län,South,1/1/2014,18905
Simrishamn,1291,Skåne län,South,1/1/2015,19065
Simrishamn,1291,Skåne län,South,1/1/2016,19485
Simrishamn,1291,Skåne län,South,1/1/2017,19376
Simrishamn,1291,Skåne län,South,1/1/2018,19278
Simrishamn,1291,Skåne län,South,1/1/2019,19174
Simrishamn,1291,Skåne län,South,1/1/2020,19227
Simrishamn,1291,Skåne län,South,1/1/2021,19267
Ängelholm,1292,Skåne län,South,1/1/2013,39866
Ängelholm,1292,Skåne län,South,1/1/2014,40229
Ängelholm,1292,Skåne län,South,1/1/2015,40732
Ängelholm,1292,Skåne län,South,1/1/2016,41336
Ängelholm,1292,Skåne län,South,1/1/2017,41786
Ängelholm,1292,Skåne län,South,1/1/2018,42131
Ängelholm,1292,Skåne län,South,1/1/2019,42476
Ängelholm,1292,Skåne län,South,1/1/2020,42910
Ängelholm,1292,Skåne län,South,1/1/2021,43633
Hässleholm,1293,Skåne län,South,1/1/2013,50227
Hässleholm,1293,Skåne län,South,1/1/2014,50565
Hässleholm,1293,Skåne län,South,1/1/2015,51048
Hässleholm,1293,Skåne län,South,1/1/2016,51667
Hässleholm,1293,Skåne län,South,1/1/2017,52003
Hässleholm,1293,Skåne län,South,1/1/2018,52121
Hässleholm,1293,Skåne län,South,1/1/2019,52145
Hässleholm,1293,Skåne län,South,1/1/2020,52010
Hässleholm,1293,Skåne län,South,1/1/2021,52309
Hylte,1315,Hallands län,South,1/1/2013,10001
Hylte,1315,Hallands län,South,1/1/2014,10278
Hylte,1315,Hallands län,South,1/1/2015,10514
Hylte,1315,Hallands län,South,1/1/2016,10954
Hylte,1315,Hallands län,South,1/1/2017,10990
Hylte,1315,Hallands län,South,1/1/2018,10914
Hylte,1315,Hallands län,South,1/1/2019,10815
Hylte,1315,Hallands län,South,1/1/2020,10649
Hylte,1315,Hallands län,South,1/1/2021,10619
Halmstad,1380,Hallands län,South,1/1/2013,94084
Halmstad,1380,Hallands län,South,1/1/2014,95532
Halmstad,1380,Hallands län,South,1/1/2015,96952
Halmstad,1380,Hallands län,South,1/1/2016,98538
Halmstad,1380,Hallands län,South,1/1/2017,99752
Halmstad,1380,Hallands län,South,1/1/2018,101268
Halmstad,1380,Hallands län,South,1/1/2019,102767
Halmstad,1380,Hallands län,South,1/1/2020,103754
Halmstad,1380,Hallands län,South,1/1/2021,104573
Laholm,1381,Hallands län,South,1/1/2013,23517
Laholm,1381,Hallands län,South,1/1/2014,23781
Laholm,1381,Hallands län,South,1/1/2015,24195
Laholm,1381,Hallands län,South,1/1/2016,24664
Laholm,1381,Hallands län,South,1/1/2017,25147
Laholm,1381,Hallands län,South,1/1/2018,25491
Laholm,1381,Hallands län,South,1/1/2019,25903
Laholm,1381,Hallands län,South,1/1/2020,25967
Laholm,1381,Hallands län,South,1/1/2021,26319
Falkenberg,1382,Hallands län,South,1/1/2013,41912
Falkenberg,1382,Hallands län,South,1/1/2014,42433
Falkenberg,1382,Hallands län,South,1/1/2015,42949
Falkenberg,1382,Hallands län,South,1/1/2016,43867
Falkenberg,1382,Hallands län,South,1/1/2017,44195
Falkenberg,1382,Hallands län,South,1/1/2018,44701
Falkenberg,1382,Hallands län,South,1/1/2019,45367
Falkenberg,1382,Hallands län,South,1/1/2020,46051
Falkenberg,1382,Hallands län,South,1/1/2021,46773
Varberg,1383,Hallands län,South,1/1/2013,59936
Varberg,1383,Hallands län,South,1/1/2014,60422
Varberg,1383,Hallands län,South,1/1/2015,61030
Varberg,1383,Hallands län,South,1/1/2016,61868
Varberg,1383,Hallands län,South,1/1/2017,62755
Varberg,1383,Hallands län,South,1/1/2018,63630
Varberg,1383,Hallands län,South,1/1/2019,64601
Varberg,1383,Hallands län,South,1/1/2020,65397
Varberg,1383,Hallands län,South,1/1/2021,66658
Kungsbacka,1384,Hallands län,Larger cities,1/1/2013,77390
Kungsbacka,1384,Hallands län,Larger cities,1/1/2014,78219
Kungsbacka,1384,Hallands län,Larger cities,1/1/2015,79144
Kungsbacka,1384,Hallands län,Larger cities,1/1/2016,80442
Kungsbacka,1384,Hallands län,Larger cities,1/1/2017,81986
Kungsbacka,1384,Hallands län,Larger cities,1/1/2018,83348
Kungsbacka,1384,Hallands län,Larger cities,1/1/2019,84395
Kungsbacka,1384,Hallands län,Larger cities,1/1/2020,84930
Kungsbacka,1384,Hallands län,Larger cities,1/1/2021,85301
Härryda,1401,Västra Götalands län,Larger cities,1/1/2013,35732
Härryda,1401,Västra Götalands län,Larger cities,1/1/2014,36291
Härryda,1401,Västra Götalands län,Larger cities,1/1/2015,36651
Härryda,1401,Västra Götalands län,Larger cities,1/1/2016,37108
Härryda,1401,Västra Götalands län,Larger cities,1/1/2017,37412
Härryda,1401,Västra Götalands län,Larger cities,1/1/2018,37802
Härryda,1401,Västra Götalands län,Larger cities,1/1/2019,37977
Härryda,1401,Västra Götalands län,Larger cities,1/1/2020,38246
Härryda,1401,Västra Götalands län,Larger cities,1/1/2021,39006
Partille,1402,Västra Götalands län,Larger cities,1/1/2013,36147
Partille,1402,Västra Götalands län,Larger cities,1/1/2014,36528
Partille,1402,Västra Götalands län,Larger cities,1/1/2015,36977
Partille,1402,Västra Götalands län,Larger cities,1/1/2016,37316
Partille,1402,Västra Götalands län,Larger cities,1/1/2017,37880
Partille,1402,Västra Götalands län,Larger cities,1/1/2018,38443
Partille,1402,Västra Götalands län,Larger cities,1/1/2019,39289
Partille,1402,Västra Götalands län,Larger cities,1/1/2020,39512
Partille,1402,Västra Götalands län,Larger cities,1/1/2021,39529
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2013,12574
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2014,12645
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2015,12682
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2016,12773
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2017,12923
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2018,12945
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2019,12916
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2020,12934
Öckerö,1407,Västra Götalands län,Larger cities,1/1/2021,12902
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2013,24932
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2014,25275
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2015,25508
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2016,25815
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2017,26224
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2018,26503
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2019,26777
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2020,27044
Stenungsund,1415,Västra Götalands län,Larger cities,1/1/2021,27556
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2013,15050
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2014,15135
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2015,15315
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2016,15584
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2017,15790
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2018,15922
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2019,16016
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2020,16147
Tjörn,1419,Västra Götalands län,Larger cities,1/1/2021,16312
Orust,1421,Västra Götalands län,South,1/1/2013,15036
Orust,1421,Västra Götalands län,South,1/1/2014,15054
Orust,1421,Västra Götalands län,South,1/1/2015,15010
Orust,1421,Västra Götalands län,South,1/1/2016,15093
Orust,1421,Västra Götalands län,South,1/1/2017,15108
Orust,1421,Västra Götalands län,South,1/1/2018,15110
Orust,1421,Västra Götalands län,South,1/1/2019,15218
Orust,1421,Västra Götalands län,South,1/1/2020,15315
Orust,1421,Västra Götalands län,South,1/1/2021,15345
Sotenäs,1427,Västra Götalands län,South,1/1/2013,8928
Sotenäs,1427,Västra Götalands län,South,1/1/2014,8931
Sotenäs,1427,Västra Götalands län,South,1/1/2015,9006
